# Data copied from SSP version 9 database (downloaded in 2014),,,,,,,,,,,,,,,,,,,,,,,,,
# Zeroes for Taiwan (TWN) replaced with UN population estimates for XEA region in 2000 and 2005 time periods,,,,,,,,,,,,,,,,,,,,,,,,,
MODEL,SCENARIO,REGION,VARIABLE,UNIT,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
OECD Env-Growth,SSP2_v9_130325,AUT,Population,million,8.005,8.232,8.394,8.556,8.696,8.831,8.946,9.037,9.11,9.171,9.214,9.228,9.214,9.158,9.077,8.977,8.858,8.717,8.555,8.367,8.148
OECD Env-Growth,SSP2_v9_130325,AZE,Population,million,8.111,8.588,9.188,9.705,10.132,10.424,10.628,10.796,10.93,10.998,10.993,10.93,10.84,10.723,10.57,10.375,10.153,9.926,9.713,9.508,9.292
OECD Env-Growth,SSP2_v9_130325,BDI,Population,million,6.374,7.251,8.383,9.642,10.892,12.037,13.086,14.086,15.056,15.974,16.81,17.531,18.126,18.579,18.938,19.188,19.324,19.353,19.289,19.149,18.918
OECD Env-Growth,SSP2_v9_130325,BEL,Population,million,10.176,10.414,10.712,11.005,11.27,11.53,11.775,12.005,12.222,12.42,12.596,12.749,12.885,12.989,13.069,13.126,13.156,13.156,13.123,13.053,12.924
OECD Env-Growth,SSP2_v9_130325,BEN,Population,million,6.518,7.634,8.85,10.145,11.514,12.9,14.254,15.571,16.85,18.076,19.214,20.233,21.15,21.967,22.67,23.271,23.736,24.064,24.272,24.37,24.385
OECD Env-Growth,SSP2_v9_130325,BFA,Population,million,12.294,14.198,16.469,18.924,21.567,24.375,27.291,30.23,33.135,35.925,38.602,41.115,43.42,45.519,47.468,49.22,50.807,52.215,53.431,54.47,55.325
OECD Env-Growth,SSP2_v9_130325,BGD,Population,million,129.592,140.588,148.692,157.346,166.226,174.289,181.146,186.736,191.092,194.105,195.777,196.105,195.149,193.239,190.649,187.485,183.858,179.896,175.754,171.589,167.49
OECD Env-Growth,SSP2_v9_130325,BGR,Population,million,8.006,7.739,7.494,7.267,7.068,6.9,6.754,6.624,6.51,6.406,6.308,6.214,6.121,6.012,5.891,5.76,5.623,5.485,5.347,5.207,5.062
OECD Env-Growth,SSP2_v9_130325,BHR,Population,million,0.638,0.725,1.262,1.634,1.883,2.12,2.349,2.573,2.796,3.011,3.207,3.381,3.53,3.652,3.751,3.825,3.873,3.897,3.9,3.885,3.848
OECD Env-Growth,SSP2_v9_130325,ABW,Population,million,0.09,0.101,0.107,0.118,0.125,0.132,0.138,0.143,0.148,0.152,0.156,0.159,0.162,0.164,0.165,0.165,0.164,0.161,0.159,0.155,0.151
OECD Env-Growth,SSP3_v9_130325,BHS,Population,million,0.298,0.319,0.343,0.365,0.387,0.407,0.425,0.441,0.454,0.467,0.48,0.492,0.504,0.515,0.525,0.535,0.544,0.555,0.566,0.578,0.588
OECD Env-Growth,SSP3_v9_130325,BIH,Population,million,3.694,3.781,3.76,3.749,3.73,3.7,3.656,3.592,3.514,3.43,3.346,3.263,3.18,3.096,3.016,2.946,2.888,2.845,2.813,2.79,2.772
OECD Env-Growth,SSP3_v9_130325,BLR,Population,million,10.058,9.825,9.595,9.448,9.315,9.176,9.022,8.858,8.71,8.581,8.464,8.349,8.243,8.15,8.084,8.052,8.049,8.068,8.104,8.152,8.208
OECD Env-Growth,SSP3_v9_130325,BLZ,Population,million,0.251,0.281,0.312,0.342,0.375,0.408,0.441,0.472,0.502,0.533,0.563,0.592,0.62,0.648,0.675,0.702,0.73,0.759,0.788,0.818,0.85
OECD Env-Growth,SSP3_v9_130325,TWN,Population,million,21.936,22.728,23.068,23.356,23.286,22.956,22.439,21.651,20.62,19.469,18.31,17.195,16.377,16.445,16.485,16.515,16.557,16.609,16.653,16.662,16.613
OECD Env-Growth,SSP3_v9_130325,BOL,Population,million,8.307,9.147,9.93,10.787,11.784,12.873,13.998,15.106,16.211,17.313,18.434,19.528,20.569,21.597,22.608,23.595,24.59,25.581,26.595,27.61,28.64
OECD Env-Growth,SSP3_v9_130325,BRA,Population,million,174.425,185.987,194.946,203.994,213.252,222.22,230.452,237.514,243.654,249.061,253.654,257.249,259.958,262.026,263.731,265.243,266.806,268.584,270.692,273.259,276.286
OECD Env-Growth,SSP3_v9_130325,BRB,Population,million,0.268,0.271,0.273,0.276,0.279,0.282,0.283,0.282,0.28,0.276,0.272,0.267,0.263,0.259,0.256,0.252,0.25,0.248,0.248,0.248,0.249
OECD Env-Growth,SSP3_v9_130325,BRN,Population,million,0.327,0.363,0.399,0.431,0.462,0.49,0.517,0.543,0.568,0.591,0.612,0.633,0.652,0.669,0.685,0.7,0.715,0.73,0.745,0.76,0.775
OECD Env-Growth,SSP3_v9_130325,BTN,Population,million,0.571,0.659,0.726,0.797,0.87,0.941,1.011,1.078,1.146,1.215,1.285,1.352,1.415,1.473,1.528,1.581,1.633,1.684,1.734,1.783,1.83
OECD Env-Growth,SSP3_v9_130325,BWA,Population,million,1.758,1.876,2.007,2.109,2.186,2.248,2.302,2.346,2.387,2.427,2.466,2.498,2.532,2.566,2.589,2.616,2.649,2.686,2.726,2.768,2.809
OECD Env-Growth,SSP3_v9_130325,CAF,Population,million,3.702,4.018,4.401,4.842,5.329,5.825,6.319,6.785,7.232,7.663,8.074,8.448,8.78,9.076,9.339,9.575,9.775,9.959,10.11,10.234,10.333
OECD Env-Growth,SSP3_v9_130325,CAN,Population,million,30.667,32.283,34.017,35.502,36.669,37.402,37.812,37.98,37.963,37.787,37.456,37.001,36.445,35.757,34.945,34.005,32.941,31.767,30.511,29.203,27.846
OECD Env-Growth,SSP3_v9_130325,CHE,Population,million,7.168,7.415,7.664,7.842,7.944,7.994,7.998,7.961,7.885,7.772,7.623,7.44,7.231,7,6.76,6.516,6.266,6.01,5.75,5.487,5.223
OECD Env-Growth,SSP3_v9_130325,CHL,Population,million,15.42,16.302,17.114,17.927,18.743,19.511,20.199,20.765,21.231,21.627,21.971,22.261,22.514,22.736,22.941,23.138,23.334,23.539,23.768,24.031,24.33
OECD Env-Growth,SSP3_v9_130325,CHN,Population,million,1269.117,1307.593,1341.335,1365.615,1385.689,1397.226,1398.879,1388.843,1368.545,1340.647,1307.465,1270.216,1231.334,1193.297,1157.454,1123.982,1094.03,1069.145,1050.266,1036.903,1027.984
OECD Env-Growth,SSP3_v9_130325,CIV,Population,million,16.582,18.021,19.738,21.79,24.164,26.709,29.338,31.914,34.467,36.997,39.491,41.854,44.056,46.161,48.133,50.012,51.841,53.56,55.182,56.717,58.171
OECD Env-Growth,SSP3_v9_130325,CMR,Population,million,15.678,17.554,19.599,21.837,24.176,26.494,28.849,31.123,33.319,35.402,37.387,39.201,40.85,42.337,43.763,45.034,46.217,47.293,48.275,49.219,50.031
OECD Env-Growth,SSP3_v9_130325,COD,Population,million,49.626,57.421,65.966,76.471,88.115,100.438,113.384,126.123,138.748,151.175,163.27,174.632,185.095,194.844,203.883,212.23,219.858,226.769,232.949,238.453,243.26
OECD Env-Growth,SSP3_v9_130325,COG,Population,million,3.136,3.533,4.043,4.582,5.141,5.705,6.287,6.863,7.43,7.99,8.538,9.069,9.58,10.058,10.523,10.954,11.363,11.736,12.075,12.383,12.665
OECD Env-Growth,SSP3_v9_130325,COL,Population,million,39.764,43.041,46.295,49.642,53.123,56.614,60.051,63.277,66.346,69.304,72.164,74.865,77.408,79.815,82.097,84.273,86.361,88.403,90.438,92.491,94.553
OECD Env-Growth,SSP3_v9_130325,COM,Population,million,0.562,0.643,0.735,0.834,0.943,1.059,1.185,1.315,1.445,1.575,1.703,1.828,1.95,2.071,2.19,2.304,2.413,2.518,2.62,2.721,2.816
OECD Env-Growth,SSP3_v9_130325,CPV,Population,million,0.437,0.473,0.496,0.522,0.552,0.587,0.621,0.653,0.683,0.712,0.741,0.767,0.791,0.814,0.837,0.859,0.882,0.906,0.932,0.961,0.992
OECD Env-Growth,SSP3_v9_130325,CRI,Population,million,3.919,4.309,4.659,5.009,5.362,5.694,6.01,6.3,6.574,6.837,7.093,7.339,7.576,7.796,8,8.194,8.385,8.579,8.78,8.988,9.199
OECD Env-Growth,SSP3_v9_130325,CUB,Population,million,11.104,11.254,11.258,11.25,11.257,11.248,11.176,11.026,10.812,10.548,10.242,9.902,9.549,9.221,8.943,8.716,8.532,8.379,8.258,8.17,8.116
OECD Env-Growth,SSP3_v9_130325,CYP,Population,million,0.943,1.033,1.104,1.172,1.235,1.288,1.335,1.374,1.41,1.447,1.486,1.522,1.553,1.576,1.594,1.611,1.631,1.652,1.673,1.692,1.707
OECD Env-Growth,SSP3_v9_130325,CZE,Population,million,10.243,10.221,10.493,10.674,10.734,10.683,10.546,10.35,10.133,9.915,9.676,9.395,9.055,8.653,8.222,7.797,7.402,7.033,6.678,6.323,5.96
OECD Env-Growth,SSP3_v9_130325,DEU,Population,million,82.349,82.541,82.302,81.657,80.559,78.955,76.961,74.735,72.288,69.561,66.551,63.392,60.264,57.231,54.297,51.412,48.534,45.688,42.921,40.244,37.647
OECD Env-Growth,SSP3_v9_130325,DJI,Population,million,0.732,0.808,0.889,0.967,1.048,1.129,1.206,1.277,1.342,1.404,1.463,1.515,1.56,1.598,1.63,1.659,1.686,1.713,1.734,1.756,1.773
OECD Env-Growth,SSP3_v9_130325,DNK,Population,million,5.34,5.419,5.55,5.636,5.686,5.704,5.694,5.661,5.608,5.538,5.454,5.36,5.258,5.146,5.027,4.898,4.756,4.601,4.436,4.265,4.091
OECD Env-Growth,SSP3_v9_130325,DOM,Population,million,8.592,9.264,9.927,10.601,11.333,12.1,12.868,13.597,14.308,15.01,15.699,16.355,16.969,17.558,18.13,18.683,19.215,19.734,20.248,20.765,21.286
OECD Env-Growth,SSP3_v9_130325,DZA,Population,million,30.534,32.888,35.468,38.284,41.26,44.157,46.828,49.238,51.57,53.881,56.114,58.097,59.781,61.251,62.663,64.173,65.84,67.619,69.44,71.253,73.064
OECD Env-Growth,SSP3_v9_130325,ECU,Population,million,12.345,13.426,14.465,15.584,16.812,18.079,19.344,20.562,21.752,22.921,24.063,25.151,26.19,27.205,28.205,29.2,30.191,31.18,32.167,33.153,34.134
OECD Env-Growth,SSP3_v9_130325,EGY,Population,million,67.648,74.203,81.121,88.516,96.216,103.966,111.658,119.164,126.579,133.975,141.264,148.271,154.858,161.066,166.938,172.561,178.014,183.294,188.373,193.207,197.768
OECD Env-Growth,SSP3_v9_130325,ERI,Population,million,3.668,4.486,5.254,6.044,6.85,7.668,8.526,9.404,10.29,11.158,12.003,12.817,13.6,14.365,15.101,15.785,16.434,17.031,17.585,18.094,18.563
OECD Env-Growth,SSP3_v9_130325,ESP,Population,million,40.288,43.395,46.077,47.372,47.697,47.538,47.158,46.714,46.174,45.392,44.261,42.798,41.108,39.282,37.441,35.683,34.057,32.537,31.095,29.653,28.173
OECD Env-Growth,SSP3_v9_130325,EST,Population,million,1.371,1.346,1.341,1.328,1.308,1.279,1.242,1.204,1.167,1.13,1.092,1.05,1.006,0.96,0.913,0.868,0.824,0.782,0.742,0.701,0.661
OECD Env-Growth,SSP3_v9_130325,ETH,Population,million,65.578,74.264,82.95,93.152,104.814,117.547,130.99,144.219,157.43,170.924,184.87,198.549,211.664,223.849,235.322,246.407,256.88,266.785,276.005,284.582,292.715
OECD Env-Growth,SSP3_v9_130325,FIN,Population,million,5.173,5.244,5.365,5.455,5.508,5.52,5.491,5.434,5.356,5.266,5.168,5.068,4.964,4.852,4.732,4.602,4.461,4.313,4.159,4,3.837
OECD Env-Growth,SSP3_v9_130325,FJI,Population,million,0.812,0.823,0.861,0.896,0.934,0.973,1.009,1.042,1.07,1.095,1.119,1.141,1.161,1.181,1.201,1.223,1.244,1.266,1.289,1.311,1.334
OECD Env-Growth,SSP3_v9_130325,FRA,Population,million,60.913,63.011,64.935,66.594,67.866,68.719,69.222,69.509,69.534,69.24,68.624,67.782,66.779,65.661,64.469,63.18,61.759,60.199,58.528,56.779,54.958
OECD Env-Growth,SSP3_v9_130325,GAB,Population,million,1.235,1.371,1.505,1.642,1.784,1.922,2.054,2.173,2.287,2.397,2.502,2.597,2.684,2.765,2.842,2.909,2.977,3.037,3.098,3.154,3.21
OECD Env-Growth,SSP3_v9_130325,GBR,Population,million,58.874,60.203,62.036,63.723,64.894,65.571,65.803,65.755,65.501,65.062,64.376,63.455,62.312,60.999,59.583,58.082,56.475,54.775,52.999,51.153,49.229
OECD Env-Growth,SSP3_v9_130325,GEO,Population,million,4.746,4.477,4.352,4.293,4.236,4.183,4.119,4.051,3.986,3.926,3.867,3.81,3.757,3.714,3.686,3.674,3.674,3.686,3.712,3.748,3.792
OECD Env-Growth,SSP3_v9_130325,GHA,Population,million,19.165,21.64,24.392,27.451,30.757,34.303,38.128,42.076,46.134,50.296,54.504,58.656,62.707,66.687,70.628,74.424,78.159,81.707,85.095,88.333,91.449
OECD Env-Growth,SSP3_v9_130325,GIN,Population,million,8.344,9.041,9.982,11.062,12.259,13.541,14.875,16.159,17.38,18.541,19.652,20.666,21.586,22.447,23.264,24.013,24.703,25.336,25.913,26.445,26.963
OECD Env-Growth,SSP3_v9_130325,GMB,Population,million,1.297,1.504,1.728,1.977,2.239,2.512,2.797,3.079,3.357,3.629,3.89,4.141,4.38,4.608,4.83,5.042,5.247,5.443,5.632,5.819,5.994
OECD Env-Growth,SSP3_v9_130325,GNB,Population,million,1.241,1.368,1.515,1.679,1.848,2.018,2.19,2.355,2.51,2.657,2.794,2.918,3.025,3.121,3.202,3.275,3.336,3.384,3.428,3.459,3.488
OECD Env-Growth,SSP3_v9_130325,GNQ,Population,million,0.52,0.608,0.7,0.801,0.903,1.003,1.105,1.203,1.299,1.394,1.49,1.58,1.667,1.751,1.827,1.901,1.97,2.032,2.089,2.138,2.18
OECD Env-Growth,SSP3_v9_130325,GRC,Population,million,10.987,11.183,11.359,11.389,11.284,11.113,10.899,10.673,10.422,10.128,9.778,9.379,8.949,8.497,8.046,7.61,7.196,6.801,6.421,6.048,5.68
OECD Env-Growth,SSP3_v9_130325,GTM,Population,million,11.237,12.717,14.389,16.204,18.278,20.539,22.916,25.321,27.768,30.283,32.856,35.42,37.949,40.47,42.983,45.457,47.888,50.272,52.615,54.898,57.116
OECD Env-Growth,SSP3_v9_130325,GUY,Population,million,0.733,0.746,0.754,0.773,0.804,0.843,0.88,0.908,0.928,0.945,0.963,0.98,0.995,1.007,1.017,1.027,1.038,1.051,1.065,1.081,1.099
OECD Env-Growth,SSP3_v9_130325,HKG,Population,million,6.783,6.81,7.053,7.325,7.541,7.708,7.857,7.957,8.006,8.039,8.077,8.121,8.172,8.206,8.226,8.241,8.262,8.288,8.309,8.314,8.29
OECD Env-Growth,SSP3_v9_130325,HND,Population,million,6.218,6.879,7.601,8.377,9.245,10.154,11.067,11.959,12.843,13.722,14.595,15.443,16.253,17.037,17.793,18.526,19.24,19.943,20.635,21.321,22.001
OECD Env-Growth,SSP3_v9_130325,HRV,Population,million,4.506,4.442,4.403,4.372,4.336,4.291,4.243,4.188,4.132,4.082,4.042,4.009,3.983,3.957,3.935,3.921,3.917,3.922,3.933,3.947,3.962
OECD Env-Growth,SSP3_v9_130325,HTI,Population,million,8.645,9.347,9.993,10.662,11.366,12.108,12.849,13.54,14.183,14.787,15.35,15.849,16.281,16.651,16.975,17.254,17.513,17.755,17.977,18.185,18.394
OECD Env-Growth,SSP3_v9_130325,HUN,Population,million,10.211,10.087,9.984,9.8,9.578,9.312,9.009,8.68,8.335,7.98,7.611,7.229,6.831,6.419,6.011,5.623,5.259,4.92,4.6,4.296,4.008
OECD Env-Growth,SSP3_v9_130325,IDN,Population,million,213.395,227.303,239.871,252.27,264.214,275.223,285.082,293.068,299.273,303.86,306.913,308.368,308.46,307.473,305.783,303.636,301.292,298.842,296.382,293.966,291.627
OECD Env-Growth,SSP3_v9_130325,IND,Population,million,1053.898,1140.043,1224.614,1315.803,1412.09,1508.204,1603.709,1696.027,1787.902,1880.145,1970.55,2054.627,2131.454,2202.087,2268.342,2331.894,2392.625,2450.023,2504.988,2557.966,2608.619
OECD Env-Growth,SSP3_v9_130325,IRL,Population,million,3.804,4.158,4.47,4.73,4.925,5.06,5.154,5.229,5.285,5.316,5.312,5.27,5.194,5.088,4.966,4.837,4.702,4.56,4.406,4.235,4.051
OECD Env-Growth,SSP3_v9_130325,IRN,Population,million,65.342,69.732,73.974,78.792,83.578,87.773,91.361,94.51,97.503,100.273,102.576,104.16,105.072,105.521,105.756,106.024,106.544,107.479,108.868,110.622,112.604
OECD Env-Growth,SSP3_v9_130325,IRQ,Population,million,23.857,27.359,31.672,36.628,42.354,48.699,55.608,62.818,70.305,78.094,86.198,94.476,102.891,111.444,120.148,128.998,137.947,146.944,155.979,165.07,174.243
OECD Env-Growth,SSP3_v9_130325,ISL,Population,million,0.281,0.297,0.32,0.342,0.359,0.372,0.382,0.39,0.396,0.401,0.403,0.402,0.4,0.396,0.389,0.382,0.372,0.362,0.35,0.337,0.324
OECD Env-Growth,SSP3_v9_130325,ISR,Population,million,6.015,6.605,7.418,8.218,8.935,9.553,10.105,10.633,11.14,11.604,12.006,12.347,12.63,12.877,13.091,13.268,13.402,13.496,13.551,13.573,13.562
OECD Env-Growth,SSP3_v9_130325,ITA,Population,million,56.986,58.671,60.551,61.02,60.556,59.663,58.536,57.282,55.866,54.193,52.213,49.971,47.578,45.15,42.83,40.664,38.651,36.734,34.848,32.973,31.112
OECD Env-Growth,SSP3_v9_130325,JAM,Population,million,2.582,2.682,2.741,2.818,2.926,3.053,3.174,3.279,3.376,3.47,3.563,3.649,3.727,3.806,3.888,3.974,4.061,4.149,4.24,4.339,4.448
OECD Env-Growth,SSP3_v9_130325,JOR,Population,million,4.827,5.342,6.187,7.057,7.995,8.949,9.934,10.909,11.882,12.869,13.878,14.878,15.84,16.732,17.561,18.346,19.095,19.804,20.459,21.051,21.579
OECD Env-Growth,SSP3_v9_130325,JPN,Population,million,125.72,126.393,126.536,125.556,123.211,119.74,115.474,110.794,105.844,100.732,95.502,90.231,84.811,79.273,73.79,68.509,63.563,58.91,54.516,50.329,46.331
OECD Env-Growth,SSP3_v9_130325,KAZ,Population,million,14.957,15.172,16.026,16.895,17.74,18.48,19.132,19.752,20.397,21.024,21.597,22.087,22.526,22.934,23.332,23.709,24.05,24.35,24.616,24.853,25.065
OECD Env-Growth,SSP3_v9_130325,KEN,Population,million,31.254,35.615,40.513,46.243,52.534,59.163,66.205,73.416,80.85,88.387,95.946,103.202,110.276,117.146,124.052,130.825,137.407,143.724,149.744,155.463,160.98
OECD Env-Growth,SSP3_v9_130325,KGZ,Population,million,4.955,5.042,5.334,5.653,5.996,6.335,6.657,6.959,7.242,7.503,7.74,7.948,8.133,8.305,8.466,8.614,8.751,8.883,9.012,9.137,9.258
OECD Env-Growth,SSP3_v9_130325,KHM,Population,million,12.447,13.358,14.138,14.965,15.941,16.925,17.843,18.62,19.352,20.073,20.785,21.445,22.003,22.473,22.92,23.367,23.864,24.379,24.931,25.502,26.117
OECD Env-Growth,SSP3_v9_130325,KOR,Population,million,45.988,47.044,48.184,48.744,48.908,48.669,48.007,46.937,45.42,43.47,41.158,38.632,36.029,33.44,30.92,28.501,26.201,24.021,21.986,20.127,18.453
OECD Env-Growth,SSP3_v9_130325,KWT,Population,million,1.941,2.264,2.737,3.149,3.503,3.824,4.154,4.485,4.804,5.101,5.376,5.634,5.887,6.129,6.364,6.595,6.824,7.044,7.244,7.415,7.552
OECD Env-Growth,SSP3_v9_130325,LAO,Population,million,5.317,5.753,6.201,6.681,7.226,7.796,8.335,8.812,9.245,9.675,10.111,10.512,10.858,11.163,11.436,11.72,12.032,12.357,12.69,13.017,13.351
OECD Env-Growth,SSP3_v9_130325,LBN,Population,million,3.742,4.052,4.228,4.404,4.59,4.776,4.95,5.088,5.198,5.291,5.373,5.443,5.499,5.538,5.57,5.606,5.653,5.712,5.783,5.862,5.949
OECD Env-Growth,SSP3_v9_130325,LBR,Population,million,2.847,3.183,3.994,4.83,5.691,6.563,7.477,8.401,9.341,10.301,11.27,12.22,13.144,14.034,14.874,15.66,16.389,17.023,17.561,18.009,18.376
OECD Env-Growth,SSP3_v9_130325,LBY,Population,million,5.231,5.77,6.355,6.958,7.549,8.096,8.616,9.137,9.677,10.217,10.726,11.173,11.561,11.917,12.271,12.639,13.018,13.394,13.753,14.1,14.449
OECD Env-Growth,SSP3_v9_130325,LCA,Population,million,0.157,0.165,0.174,0.184,0.193,0.203,0.211,0.219,0.226,0.232,0.237,0.242,0.246,0.249,0.252,0.255,0.258,0.262,0.265,0.27,0.274
OECD Env-Growth,SSP3_v9_130325,LKA,Population,million,18.745,19.843,20.86,21.773,22.634,23.462,24.257,25.001,25.697,26.32,26.89,27.419,27.935,28.464,29.015,29.596,30.224,30.906,31.639,32.422,33.258
OECD Env-Growth,SSP3_v9_130325,LSO,Population,million,1.964,2.066,2.171,2.275,2.376,2.469,2.558,2.63,2.695,2.752,2.811,2.86,2.901,2.934,2.964,3,3.04,3.081,3.124,3.17,3.218
OECD Env-Growth,SSP3_v9_130325,LTU,Population,million,3.5,3.416,3.324,3.266,3.225,3.192,3.151,3.095,3.039,2.995,2.964,2.937,2.911,2.883,2.86,2.85,2.861,2.888,2.926,2.967,3.009
OECD Env-Growth,SSP3_v9_130325,LUX,Population,million,0.435,0.457,0.507,0.545,0.57,0.588,0.603,0.616,0.625,0.631,0.632,0.63,0.624,0.615,0.603,0.588,0.571,0.552,0.531,0.508,0.484
OECD Env-Growth,SSP3_v9_130325,LVA,Population,million,2.385,2.306,2.252,2.187,2.133,2.085,2.037,1.987,1.944,1.904,1.867,1.835,1.804,1.775,1.748,1.728,1.716,1.713,1.717,1.723,1.73
OECD Env-Growth,SSP3_v9_130325,MAC,Population,million,0.432,0.481,0.544,0.584,0.608,0.629,0.649,0.664,0.676,0.685,0.691,0.697,0.703,0.708,0.712,0.717,0.721,0.726,0.731,0.735,0.738
OECD Env-Growth,SSP3_v9_130325,MAR,Population,million,28.793,30.392,31.951,33.701,35.644,37.674,39.546,41.14,42.51,43.81,45.108,46.347,47.469,48.45,49.336,50.235,51.261,52.469,53.834,55.296,56.81
OECD Env-Growth,SSP3_v9_130325,MDA,Population,million,4.107,3.767,3.573,3.407,3.289,3.191,3.089,2.981,2.877,2.781,2.692,2.607,2.525,2.449,2.383,2.329,2.288,2.261,2.246,2.242,2.245
OECD Env-Growth,SSP3_v9_130325,MDG,Population,million,15.364,17.886,20.714,23.816,27.383,31.287,35.415,39.586,43.814,48.163,52.62,57.049,61.427,65.717,69.938,74.079,78.073,81.891,85.525,88.979,92.267
OECD Env-Growth,SSP3_v9_130325,MDV,Population,million,0.273,0.295,0.316,0.34,0.366,0.392,0.416,0.437,0.457,0.476,0.496,0.513,0.527,0.538,0.547,0.555,0.562,0.568,0.576,0.586,0.599
OECD Env-Growth,SSP3_v9_130325,MEX,Population,million,99.96,106.484,113.423,120.794,128.799,137.178,145.518,153.364,160.857,168.123,175.157,181.808,188.087,194.252,200.418,206.604,212.751,218.856,224.984,231.239,237.649
OECD Env-Growth,SSP3_v9_130325,MKD,Population,million,2.009,2.038,2.061,2.094,2.128,2.156,2.181,2.2,2.215,2.233,2.253,2.273,2.292,2.304,2.312,2.32,2.331,2.343,2.354,2.363,2.369
OECD Env-Growth,SSP3_v9_130325,MLI,Population,million,11.295,13.177,15.37,17.99,20.93,24.139,27.643,31.244,34.847,38.449,41.967,45.326,48.506,51.533,54.341,57.002,59.433,61.647,63.637,65.398,66.955
OECD Env-Growth,SSP3_v9_130325,MLT,Population,million,0.397,0.409,0.417,0.424,0.432,0.437,0.439,0.439,0.437,0.436,0.436,0.436,0.438,0.438,0.439,0.439,0.44,0.443,0.447,0.453,0.459
OECD Env-Growth,SSP3_v9_130325,MMR,Population,million,44.958,46.321,47.963,49.443,50.922,52.353,53.535,54.196,54.501,54.5,54.438,54.26,54.099,53.874,53.73,53.669,53.789,54.196,54.745,55.499,56.383
OECD Env-Growth,SSP3_v9_130325,MNE,Population,million,0.633,0.627,0.631,0.642,0.654,0.665,0.674,0.681,0.687,0.693,0.699,0.706,0.713,0.719,0.723,0.727,0.732,0.736,0.741,0.745,0.748
OECD Env-Growth,SSP3_v9_130325,MNG,Population,million,2.411,2.547,2.756,2.978,3.202,3.405,3.583,3.747,3.918,4.095,4.263,4.408,4.533,4.651,4.774,4.906,5.036,5.159,5.274,5.382,5.489
OECD Env-Growth,SSP3_v9_130325,MOZ,Population,million,18.201,20.77,23.391,26.099,28.973,31.997,35.199,38.253,41.194,44.032,46.765,49.46,52.006,54.292,56.515,58.553,60.527,62.39,64.126,65.782,67.369
OECD Env-Growth,SSP3_v9_130325,MRT,Population,million,2.643,3.047,3.46,3.879,4.327,4.794,5.277,5.748,6.206,6.649,7.084,7.509,7.921,8.316,8.694,9.069,9.429,9.781,10.131,10.472,10.815
OECD Env-Growth,SSP3_v9_130325,MUS,Population,million,1.196,1.257,1.299,1.335,1.375,1.414,1.45,1.478,1.501,1.519,1.536,1.552,1.57,1.59,1.61,1.632,1.657,1.686,1.72,1.758,1.8
OECD Env-Growth,SSP3_v9_130325,MWI,Population,million,11.229,12.823,14.901,17.407,20.359,23.773,27.732,32.139,37.019,42.355,48.037,53.906,59.906,65.996,72.105,78.256,84.345,90.344,96.278,102.08,107.779
OECD Env-Growth,SSP3_v9_130325,MYS,Population,million,23.415,26.1,28.401,30.806,33.326,35.911,38.52,40.971,43.252,45.428,47.588,49.734,51.834,53.83,55.704,57.483,59.203,60.884,62.536,64.148,65.712
OECD Env-Growth,SSP3_v9_130325,NAM,Population,million,1.896,2.08,2.283,2.475,2.658,2.841,3.02,3.18,3.324,3.458,3.586,3.707,3.819,3.917,4.01,4.091,4.174,4.253,4.323,4.397,4.471
OECD Env-Growth,SSP3_v9_130325,NCL,Population,million,0.212,0.231,0.251,0.27,0.289,0.306,0.323,0.339,0.354,0.369,0.384,0.4,0.415,0.43,0.444,0.458,0.472,0.485,0.499,0.512,0.525
OECD Env-Growth,SSP3_v9_130325,NER,Population,million,10.922,12.994,15.512,18.593,22.413,27.05,32.577,38.94,46.265,54.587,63.821,73.687,83.939,94.419,105.193,116.044,127.013,137.872,148.38,158.655,168.308
OECD Env-Growth,SSP3_v9_130325,NGA,Population,million,123.689,139.823,158.423,180.443,205.735,234.74,268.276,305.148,345.292,388.27,433.684,479.538,525.149,570.459,614.306,657.998,699.857,741.118,780.003,817.671,853.597
OECD Env-Growth,SSP3_v9_130325,NIC,Population,million,5.074,5.424,5.788,6.188,6.639,7.121,7.595,8.046,8.476,8.887,9.277,9.64,9.975,10.303,10.627,10.945,11.259,11.57,11.881,12.195,12.514
OECD Env-Growth,SSP3_v9_130325,NLD,Population,million,15.863,16.305,16.613,16.848,16.99,17.03,16.963,16.806,16.561,16.238,15.857,15.447,15.03,14.615,14.201,13.776,13.322,12.838,12.332,11.814,11.295
OECD Env-Growth,SSP3_v9_130325,NOR,Population,million,4.491,4.623,4.883,5.099,5.272,5.403,5.502,5.572,5.616,5.637,5.636,5.615,5.575,5.512,5.43,5.332,5.216,5.079,4.924,4.755,4.574
OECD Env-Growth,SSP3_v9_130325,NPL,Population,million,24.401,27.282,29.959,33.131,36.817,40.707,44.648,48.55,52.562,56.714,60.91,64.964,68.807,72.469,76.005,79.436,82.754,85.972,89.139,92.297,95.442
OECD Env-Growth,SSP3_v9_130325,NZL,Population,million,3.858,4.134,4.368,4.578,4.75,4.876,4.957,5.009,5.036,5.039,5.015,4.966,4.9,4.817,4.721,4.61,4.484,4.339,4.182,4.017,3.847
