# Data copied from SSP version 9 database (downloaded in 2014),,,,,,,,,,,,,,,,,,,,,,,,,
MODEL,SCENARIO,REGION,VARIABLE,UNIT,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
OECD Env-Growth,SSP4_v9_130325,TON,GDP|PPP,billion US$2005/yr,0.379,0.418,0.423,0.458,0.502,0.559,0.62,0.665,0.706,0.749,0.798,0.851,0.901,0.954,1.011,1.077,1.155,1.244,1.345,1.458,1.586
OECD Env-Growth,SSP4_v9_130325,TTO,GDP|PPP,billion US$2005/yr,17.969,26.384,31.079,33.246,38.156,43.015,47.819,52.24,55.672,57.754,58.574,59.082,59.63,59.881,59.483,58.469,57.26,56.059,55.007,54.049,53.035
OECD Env-Growth,SSP4_v9_130325,TUN,GDP|PPP,billion US$2005/yr,58.121,72.032,89.757,101.886,133.608,172.302,217.621,266.518,316.512,364.01,404.704,440.279,472.968,503.524,528.558,546.609,560.103,569.803,577.652,585.072,591.382
OECD Env-Growth,SSP4_v9_130325,TUR,GDP|PPP,billion US$2005/yr,625.062,780.933,912.432,1145.059,1409.175,1662.915,1916.463,2164.049,2413.824,2651.317,2875.347,3091.504,3297.424,3490.29,3667.932,3827.126,3970.935,4101.674,4226.135,4347.664,4461.339
OECD Env-Growth,SSP4_v9_130325,TZA,GDP|PPP,billion US$2005/yr,28.708,40.354,56.273,77.319,107.876,146.251,190.579,237.019,289.508,349.439,418.349,496.254,583.728,681.061,788.699,905.054,1029.769,1163.046,1304.582,1455.411,1616.579
OECD Env-Growth,SSP4_v9_130325,UGA,GDP|PPP,billion US$2005/yr,18.73,25.903,38.411,52.14,74.219,101.142,132.845,167.359,209.001,259.662,320.9,393.923,479.963,580.598,696.656,827.646,973.432,1133.345,1307.307,1496.796,1701.51
OECD Env-Growth,SSP4_v9_130325,UKR,GDP|PPP,billion US$2005/yr,181.775,263.007,276.283,330.578,391.264,466.181,553.49,647.763,745.575,841.972,936.671,1037.94,1150.214,1265.159,1372.721,1464.787,1545.587,1617.339,1681.88,1738.226,1781.205
OECD Env-Growth,SSP4_v9_130325,URY,GDP|PPP,billion US$2005/yr,31.718,32.009,42.434,51.659,61.327,70.835,80.393,89.316,97.511,104.912,111.918,118.274,123.789,128.51,132.374,135.413,138.002,140.071,141.742,143.144,144.223
OECD Env-Growth,SSP4_v9_130325,USA,GDP|PPP,billion US$2005/yr,11225.241,12622.125,13087.12,14720.994,16972.432,19249.427,21559.684,23821.415,25898.886,27779.907,29446.673,31068.563,32752.472,34489.513,36107.74,37584.796,39063.756,40448.841,41776.313,43076.649,44280.456
OECD Env-Growth,SSP4_v9_130325,UZB,GDP|PPP,billion US$2005/yr,40.237,52.359,78.648,108.546,144.823,192.487,249.55,314.83,387.677,464.108,540.312,617.452,695.663,774.636,849.926,916.533,975.032,1025.442,1070.41,1111.331,1146.43
OECD Env-Growth,SSP4_v9_130325,VCT,GDP|PPP,billion US$2005/yr,0.808,0.963,1.037,1.131,1.305,1.445,1.582,1.718,1.863,2.012,2.163,2.318,2.472,2.622,2.765,2.898,3.022,3.135,3.243,3.349,3.453
OECD Env-Growth,SSP4_v9_130325,VEN,GDP|PPP,billion US$2005/yr,232.522,263.762,316.397,381.331,440.08,515.238,595.174,685.876,774.003,859.031,941.623,1023.539,1105.265,1180.431,1246.639,1305.521,1361.194,1413.037,1461.818,1507.398,1547.641
OECD Env-Growth,SSP4_v9_130325,VNM,GDP|PPP,billion US$2005/yr,123.993,178.075,249.923,333.036,466.722,611.356,774.129,947.447,1135.561,1332.184,1524.03,1707.687,1885.71,2067.706,2233.941,2372.61,2487.793,2582.882,2666.96,2743.566,2807.598
OECD Env-Growth,SSP4_v9_130325,VUT,GDP|PPP,billion US$2005/yr,0.702,0.739,0.957,1.151,1.401,1.717,2.085,2.461,2.885,3.358,3.878,4.448,5.065,5.726,6.433,7.182,7.976,8.807,9.674,10.581,11.537
OECD Env-Growth,SSP4_v9_130325,WSM,GDP|PPP,billion US$2005/yr,0.54,0.691,0.722,0.79,0.894,0.999,1.085,1.136,1.188,1.254,1.334,1.416,1.486,1.561,1.648,1.758,1.89,2.039,2.204,2.39,2.606
OECD Env-Growth,SSP4_v9_130325,YEM,GDP|PPP,billion US$2005/yr,37.573,46.172,57.076,57.016,72.489,93.321,119.403,149.125,184.759,226.198,273.593,328.319,391.107,462.616,542.654,630.423,724.37,823.682,928.193,1038.399,1154.967
OECD Env-Growth,SSP4_v9_130325,ZAF,GDP|PPP,billion US$2005/yr,336.204,405.757,474.761,568.604,699.956,839.311,984.82,1130.97,1276.607,1416.863,1549.012,1678.609,1808.649,1930.538,2039.652,2138.263,2225.912,2300.794,2363.906,2414.855,2452.424
OECD Env-Growth,SSP4_v9_130325,ZMB,GDP|PPP,billion US$2005/yr,10.495,13.269,18.112,25.652,36.489,49.259,64.174,80.042,98.79,120.814,146.806,177.345,212.686,253.385,299.559,350.71,406.822,467.536,533.318,604.43,680.893
OECD Env-Growth,SSP4_v9_130325,ZWE,GDP|PPP,billion US$2005/yr,8.696,5.908,5.221,6.36,7.23,8.506,10.204,12.202,14.842,18.198,22.315,27.264,33.089,40.076,48.405,58.161,69.364,82.134,96.61,112.98,131.424
OECD Env-Growth,SSP4_v9_130325,AFG,GDP|PPP,billion US$2005/yr,0,22.372,37.237,48.546,61.385,78.194,98.723,122.492,151.755,187.387,229.826,279.199,335.745,400.507,474.222,556.956,647.457,745.098,849.658,961.343,1080.487
OECD Env-Growth,SSP4_v9_130325,AGO,GDP|PPP,billion US$2005/yr,34.484,55.315,98.686,129.041,172.16,201.272,225.039,240.4,257.078,284.463,329.09,394.028,481.667,594.862,736.232,907.959,1110.017,1342.222,1602.826,1893.984,2214.45
OECD Env-Growth,SSP4_v9_130325,ALB,GDP|PPP,billion US$2005/yr,14.743,19.17,24.545,26.929,30.344,34.169,38.415,42.799,47.378,51.972,56.281,60.448,64.585,68.372,71.538,74.214,76.38,77.91,78.975,79.731,80.229
OECD Env-Growth,SSP4_v9_130325,ARE,GDP|PPP,billion US$2005/yr,209.548,272.055,318.142,440.399,537.896,654.542,796.523,950.06,1099.313,1226.618,1324.841,1404.318,1482.263,1548.231,1601.502,1638.559,1662.241,1672.72,1673.394,1663.635,1640.712
OECD Env-Growth,SSP4_v9_130325,ARG,GDP|PPP,billion US$2005/yr,379.737,419.049,580.427,716.973,859.903,1005.794,1157.428,1308.585,1449.039,1574.7,1696.619,1815.593,1929.638,2034.408,2126.183,2203.074,2272.093,2335.105,2394.713,2451.25,2501.379
OECD Env-Growth,SSP4_v9_130325,ARM,GDP|PPP,billion US$2005/yr,7.061,12.559,15.153,18.138,21.342,24.791,28.709,32.851,36.904,40.486,43.445,45.979,48.572,51.389,53.691,55.36,56.84,58.215,59.644,61.077,62.371
OECD Env-Growth,SSP4_v9_130325,AUS,GDP|PPP,billion US$2005/yr,589.583,695.934,795.588,938.34,1103.883,1277.105,1465.843,1674.947,1896.913,2131.048,2362.085,2593.891,2843.17,3101.158,3357.461,3598.015,3825.522,4033.44,4224.578,4400.543,4554.574
OECD Env-Growth,SSP4_v9_130325,AUT,GDP|PPP,billion US$2005/yr,254.492,276.596,296.85,329.765,359.348,390.132,423.521,459.397,496.695,533.155,565.477,595.381,624.32,652.364,677.565,699.586,718.644,734.113,746.75,756.968,763.694
OECD Env-Growth,SSP4_v9_130325,AZE,GDP|PPP,billion US$2005/yr,20.041,37.731,80.696,91.286,104.768,115.264,127.455,134.308,140.598,147.564,155.376,165.322,179.089,196.746,214.938,230.412,245.205,260.245,276.671,293.622,309.124
OECD Env-Growth,SSP4_v9_130325,BDI,GDP|PPP,billion US$2005/yr,3.164,3.523,4.389,5.791,8.006,10.527,13.436,16.339,19.655,23.329,27.285,31.593,36.369,41.583,47.182,53.086,59.104,65.183,71.408,77.785,84.342
OECD Env-Growth,SSP4_v9_130325,BEL,GDP|PPP,billion US$2005/yr,311.979,337.321,357.666,384.764,415.211,453.149,499.519,551.823,605.236,656.391,704.421,751.732,799.837,846.512,888.444,925.292,959.043,989.879,1018.567,1044.825,1065.829
OECD Env-Growth,SSP4_v9_130325,BEN,GDP|PPP,billion US$2005/yr,8.515,10.299,12.601,15.278,19.321,24.285,29.873,35.352,41.444,48.246,55.653,63.653,72.182,81.156,90.56,100.292,110.351,120.628,131.301,142.361,153.974
OECD Env-Growth,SSP4_v9_130325,BFA,GDP|PPP,billion US$2005/yr,10.492,14.391,18.709,25.566,35.362,46.849,59.462,72.169,86.54,103.056,121.9,143.212,166.938,193.333,222.551,254.272,288.156,324.016,361.787,401.637,443.733
OECD Env-Growth,SSP4_v9_130325,BGD,GDP|PPP,billion US$2005/yr,125.677,163.728,221.297,299.735,416.077,539.953,653.221,738.181,811.585,870.174,914.328,947.845,972.679,987.017,992.465,991.987,985.431,974.122,960.478,946.511,932.193
OECD Env-Growth,SSP4_v9_130325,BGR,GDP|PPP,billion US$2005/yr,58.152,75.923,86.738,95.973,117.827,139.787,162.195,182.856,201.16,216.763,230.805,244.681,259.687,273.807,284.855,292.288,297.591,301.299,304.043,305.802,305.755
OECD Env-Growth,SSP4_v9_130325,BHR,GDP|PPP,billion US$2005/yr,15.141,20.344,26.934,35.243,44.59,56.275,69.247,83.012,97.175,111.106,124.992,140.377,157.541,174.598,190.655,204.831,216.942,227.18,235.966,243.084,247.819
OECD Env-Growth,SSP4_v9_130325,ABW,GDP|PPP,billion US$2005/yr,0,0.128,0.151,0.205,0.266,0.359,0.495,0.685,0.938,1.259,1.657,2.136,2.7,3.345,4.061,4.834,5.649,6.458,7.259,8.036,8.774
OECD Env-Growth,SSP5_v9_130325,BHS,GDP|PPP,billion US$2005/yr,9.179,9.964,9.647,10.887,12.498,14.367,16.684,19.453,22.427,25.551,28.551,31.468,34.292,37.051,39.711,42.017,44.129,46.01,47.633,49.027,50.126
OECD Env-Growth,SSP5_v9_130325,BIH,GDP|PPP,billion US$2005/yr,18.823,23.975,28.065,30.799,37.978,48.557,61.832,76.844,91.632,104.935,115.956,125.297,134.23,141.058,146.504,150.487,152.868,154.086,154.434,154.265,153.375
OECD Env-Growth,SSP5_v9_130325,BLR,GDP|PPP,billion US$2005/yr,58.129,83.492,118.671,145.147,177.168,216.865,266.159,322.456,376.506,424.503,465.012,503.192,544.293,585.44,620.998,648.367,670.707,691.504,711.865,730.512,744.978
OECD Env-Growth,SSP5_v9_130325,BLZ,GDP|PPP,billion US$2005/yr,1.404,1.825,2.061,2.261,2.574,3.138,3.989,5.121,6.434,7.884,9.398,10.96,12.552,14.185,15.797,17.376,19.013,20.667,22.332,24.057,25.806
OECD Env-Growth,SSP5_v9_130325,TWN,GDP|PPP,billion US$2005/yr,0,0,742.813,889.439,1084.599,1261.959,1440.954,1627.208,1806.415,1960.612,2078.269,2162.757,2241.038,2384.591,2510.562,2613.281,2703.523,2767.277,2813.176,2841.165,2845.093
OECD Env-Growth,SSP5_v9_130325,BOL,GDP|PPP,billion US$2005/yr,29.632,34.502,43.19,54.059,67.786,89.755,123.32,169.51,226.442,293.415,368.789,451.784,540.442,633.904,729.47,826.054,925.928,1027.46,1129.572,1232.469,1335.441
OECD Env-Growth,SSP5_v9_130325,BRA,GDP|PPP,billion US$2005/yr,1379.549,1582.642,1967.541,2302.62,2800.474,3425.068,4238.996,5262.758,6409.806,7628.862,8867.724,10129.85,11397.887,12610.945,13752.968,14862.099,15917.456,16903.031,17790.578,18583.634,19260.994
OECD Env-Growth,SSP5_v9_130325,BRB,GDP|PPP,billion US$2005/yr,4.862,4.86,4.804,5.074,5.624,6.282,7.22,8.375,9.587,10.835,12.034,13.141,14.142,15.076,15.99,16.78,17.488,18.095,18.611,19.02,19.289
OECD Env-Growth,SSP5_v9_130325,BRN,GDP|PPP,billion US$2005/yr,15.854,17.567,18.153,20.783,24.453,28.749,33.717,39.176,44.736,50.288,55.842,61.304,66.67,71.709,76.164,79.946,83.25,86.185,88.668,90.629,91.985
OECD Env-Growth,SSP5_v9_130325,BTN,GDP|PPP,billion US$2005/yr,1.544,2.294,3.47,5.668,9.959,15.729,23.578,33.642,45.549,59.091,73.73,89.102,105.035,121.103,136.623,151.105,164.209,175.884,186.28,195.443,202.818
OECD Env-Growth,SSP5_v9_130325,BWA,GDP|PPP,billion US$2005/yr,16.755,21.649,25.012,30.932,39.037,48.737,60.995,75.527,91.768,109.243,127.623,146.68,166.381,186.011,204.762,221.829,237.165,250.738,262.904,273.711,282.655
OECD Env-Growth,SSP5_v9_130325,CAF,GDP|PPP,billion US$2005/yr,2.835,2.7,3.114,3.811,5.007,7.123,10.971,17.604,27.84,42.767,63.406,90.602,124.943,166.524,215.108,270.05,331.056,396.997,466.675,539.204,613.022
OECD Env-Growth,SSP5_v9_130325,CAN,GDP|PPP,billion US$2005/yr,998.233,1131.835,1201.888,1366.986,1576.148,1807.107,2114.057,2526.656,3021.337,3581.175,4185.781,4837.187,5563.307,6382.766,7299.905,8305.914,9393.26,10547.885,11771.509,13079.525,14493.948
OECD Env-Growth,SSP5_v9_130325,CHE,GDP|PPP,billion US$2005/yr,249.381,266.122,294.115,324.774,364.912,414.934,476.996,551.253,636.801,734.084,841.742,960.931,1094.037,1240.771,1401.043,1574.065,1757.888,1951.047,2154.042,2368.067,2596.494
OECD Env-Growth,SSP5_v9_130325,CHL,GDP|PPP,billion US$2005/yr,161.87,198.286,232.988,294.681,366.954,453.912,560.695,685.276,818.606,955.826,1087.211,1211.382,1332.297,1451.963,1565.08,1666.868,1760.431,1844.529,1917.642,1978.775,2026.041
OECD Env-Growth,SSP5_v9_130325,CHN,GDP|PPP,billion US$2005/yr,3367.175,5362.83,9121.348,13850.931,20772.39,30489.004,42651.711,55602.452,67337.086,77428.953,85164.635,90540.278,94578.547,97442.394,99250.626,99965.759,100306.728,100054.625,99454,98525.084,97122.225
OECD Env-Growth,SSP5_v9_130325,CIV,GDP|PPP,billion US$2005/yr,30.024,30.023,33.443,40.87,59.013,96.092,159.201,253.582,377.198,528.871,704.742,903.389,1121.086,1355.142,1598.721,1848.201,2108.353,2376.56,2649.47,2925.332,3199.515
OECD Env-Growth,SSP5_v9_130325,CMR,GDP|PPP,billion US$2005/yr,29.056,34.857,40.336,50.063,65.158,90.797,133.481,199.368,290.844,411.21,562.779,747.921,967.329,1218.905,1495.461,1789.597,2102.1,2428.152,2762.304,3099.759,3432.103
OECD Env-Growth,SSP5_v9_130325,COD,GDP|PPP,billion US$2005/yr,12.912,15.905,20.876,29.352,44.445,80.661,154.943,294.027,522.261,869.162,1359.728,2016.433,2858.43,3894.019,5119.507,6522.419,8086.726,9788.56,11600.167,13499.831,15451.991
OECD Env-Growth,SSP5_v9_130325,COG,GDP|PPP,billion US$2005/yr,9.783,11.946,15.396,22.503,30.415,43.244,62.333,89.334,124.366,167.8,219.783,280.253,348.71,423.274,501.644,581.676,663.67,746.091,827.433,906.445,981.151
OECD Env-Growth,SSP5_v9_130325,COL,GDP|PPP,billion US$2005/yr,263.194,314.392,392.55,491.036,600.653,730.201,927.214,1192.291,1503.977,1850.935,2224.531,2620.95,3034.723,3460.125,3885.626,4302.205,4718.316,5126.239,5513.361,5873.842,6197.112
OECD Env-Growth,SSP5_v9_130325,COM,GDP|PPP,billion US$2005/yr,0.59,0.677,0.723,0.82,1.012,1.445,2.244,3.568,5.477,8.057,11.379,15.536,20.499,26.147,32.247,38.644,45.533,52.959,60.762,68.727,76.62
OECD Env-Growth,SSP5_v9_130325,CPV,GDP|PPP,billion US$2005/yr,0.956,1.243,1.723,2.109,2.62,3.354,4.388,5.72,7.215,8.78,10.311,11.745,13.044,14.298,15.481,16.607,17.767,18.943,20.16,21.459,22.847
OECD Env-Growth,SSP5_v9_130325,CRI,GDP|PPP,billion US$2005/yr,31.891,38.964,48.697,60.463,75.499,95.563,122.088,155.585,193.578,234.295,275.66,317.313,359.883,402.023,442.385,480.421,516.218,549.046,578.443,603.583,622.911
OECD Env-Growth,SSP5_v9_130325,CUB,GDP|PPP,billion US$2005/yr,39.078,49.927,64.7,77.528,88.35,104.881,127.476,155.562,185.791,218.16,248.927,276.009,299.858,320.43,337.483,352.755,365.725,376.49,385.116,391.378,394.956
OECD Env-Growth,SSP5_v9_130325,CYP,GDP|PPP,billion US$2005/yr,15.776,18.496,20.867,20.977,23.267,26.587,31.568,38.154,45.777,54.079,62.657,71.705,81.393,91.546,101.691,111.074,119.554,127.087,133.681,139.451,144.107
OECD Env-Growth,SSP5_v9_130325,CZE,GDP|PPP,billion US$2005/yr,178.131,217.66,248.639,287.807,346.842,423.949,519.679,629.633,744.993,861.406,988.467,1126.306,1282.353,1463.611,1664.43,1876.218,2097.872,2330.321,2576.935,2842.684,3130.538
OECD Env-Growth,SSP5_v9_130325,DEU,GDP|PPP,billion US$2005/yr,2491.626,2562.196,2727.329,3001.15,3243.287,3531.057,3889.722,4344.943,4894.548,5494.448,6130.026,6819.945,7610.561,8482.433,9444.635,10487.243,11595.97,12749.624,13950.1,15212.538,16564.026
OECD Env-Growth,SSP5_v9_130325,DJI,GDP|PPP,billion US$2005/yr,1.285,1.488,1.884,2.364,3.171,4.481,6.547,9.517,13.39,18.172,23.818,30.216,37.309,45.021,53.113,61.378,69.813,78.236,86.679,95.122,103.343
OECD Env-Growth,SSP5_v9_130325,DNK,GDP|PPP,billion US$2005/yr,169.001,179.876,180.168,195.513,216.694,242.009,272.943,310.649,354.662,406.803,467.388,535.815,613.859,703.731,807.555,927.047,1062.861,1214.303,1381.354,1564.777,1768.536
OECD Env-Growth,SSP5_v9_130325,DOM,GDP|PPP,billion US$2005/yr,49.705,59.109,83.26,103.001,126.415,154.989,192.293,237.951,288.275,341.165,394.537,448.192,501.22,553.615,603.342,650.99,698.769,745.604,791.34,834.989,875.677
OECD Env-Growth,SSP5_v9_130325,DZA,GDP|PPP,billion US$2005/yr,185.689,235.763,268.295,310.547,375.745,469.749,587.826,721.954,865.592,1033.2,1226.77,1444.551,1688.647,1958.774,2231.889,2498.704,2760.51,3017.645,3276.939,3538.845,3788.851
OECD Env-Growth,SSP5_v9_130325,ECU,GDP|PPP,billion US$2005/yr,66.431,87.411,104.16,126.081,148.714,183.232,234.464,303.883,388.385,486.353,595.026,714.215,841.83,974.762,1109.895,1244.602,1380.96,1515.169,1644.237,1766.977,1878.67
OECD Env-Growth,SSP5_v9_130325,EGY,GDP|PPP,billion US$2005/yr,280.154,333.218,449.698,528.682,708.613,970.592,1356.454,1882.745,2518.741,3232.65,3994.165,4812.979,5688.976,6597.564,7496.576,8373.067,9235.049,10086.36,10933.787,11769.509,12558.683
OECD Env-Growth,SSP5_v9_130325,ERI,GDP|PPP,billion US$2005/yr,2.114,2.674,2.573,3.193,3.611,4.852,7.228,11.513,18.529,29.474,45.847,69.179,101.021,142.305,192.885,252.017,319.854,396.057,480.157,570.559,664.4
OECD Env-Growth,SSP5_v9_130325,ESP,GDP|PPP,billion US$2005/yr,1012.375,1188.61,1242.302,1322.096,1422.13,1549.955,1744.121,1996.697,2280.395,2589.511,2938.509,3352.332,3843.981,4404.847,5008.605,5646.287,6336.276,7079.966,7895.09,8779.278,9716.821
OECD Env-Growth,SSP5_v9_130325,EST,GDP|PPP,billion US$2005/yr,15.757,22.262,22.253,27.833,33.336,39.689,47.159,55.485,64.166,73.245,82.51,92.138,103.775,117.491,132.879,149.481,167.469,186.95,208.39,232.424,259.156
OECD Env-Growth,SSP5_v9_130325,ETH,GDP|PPP,billion US$2005/yr,34.58,47.237,77.328,106.89,148.521,216.559,336.684,537.948,844.789,1285.909,1885.189,2658.951,3613.039,4749.133,6062.988,7541.541,9159.151,10884.722,12695.044,14581.433,16515.528
OECD Env-Growth,SSP5_v9_130325,FIN,GDP|PPP,billion US$2005/yr,141.389,160.993,170.072,191.559,213.6,240.113,273.673,314.268,359.717,408.733,462.59,523.038,591.945,672.566,765.313,870.278,987.105,1115.618,1256.382,1412.131,1586.661
OECD Env-Growth,SSP5_v9_130325,FJI,GDP|PPP,billion US$2005/yr,3.154,3.556,3.575,3.878,4.262,5.015,6.295,8.093,10.245,12.674,15.321,18.118,20.96,23.886,26.773,29.53,32.32,35.174,38.161,41.317,44.598
OECD Env-Growth,SSP5_v9_130325,FRA,GDP|PPP,billion US$2005/yr,1719.732,1858.628,1921.794,2058.133,2273.168,2558.285,2948.845,3447.424,4024.034,4674.43,5388.4,6185.345,7094.872,8117.292,9256.663,10521.543,11914.699,13437.674,15102.273,16925.138,18930.763
OECD Env-Growth,SSP5_v9_130325,GAB,GDP|PPP,billion US$2005/yr,16.369,17.839,20.49,23.969,27.886,34.225,42.921,54.034,67.224,82.329,98.863,116.498,134.905,153.876,172.921,191.541,210.025,227.835,244.842,261.018,276.068
OECD Env-Growth,SSP5_v9_130325,GBR,GDP|PPP,billion US$2005/yr,1711.123,1971.522,2014.292,2201.938,2530.443,2916.661,3387.813,3947.761,4582.498,5299.298,6074.991,6929.444,7913.841,9053.993,10362.587,11819.626,13418.652,15174.764,17098.957,19218.875,21573.014
OECD Env-Growth,SSP5_v9_130325,GEO,GDP|PPP,billion US$2005/yr,11.056,15.747,20.242,27.056,34.585,44.769,58.024,73.44,88.301,101.393,112.176,120.796,128.097,135.168,141.032,145.123,147.544,149.501,151.28,153.185,155.087
OECD Env-Growth,SSP5_v9_130325,GHA,GDP|PPP,billion US$2005/yr,20.446,26.141,36.062,55.127,77.674,113.512,171.59,261.494,384.581,543.554,739.008,974.364,1251.813,1569.223,1917.297,2285.783,2677.983,3091.405,3520.21,3958.575,4394.397
OECD Env-Growth,SSP5_v9_130325,GIN,GDP|PPP,billion US$2005/yr,5.533,8.778,9.766,13.271,25.976,48.645,86.861,142.676,212.346,292.951,381.682,476.177,572.823,672.328,772.314,871.661,975.16,1083.25,1196.671,1316.247,1440.835
OECD Env-Growth,SSP5_v9_130325,GMB,GDP|PPP,billion US$2005/yr,2.048,2.404,3.169,4.066,5.254,7.301,10.765,16.115,23.539,33.279,45.504,60.321,77.606,97.25,118.895,142.098,167.041,193.598,221.516,250.561,280.14
OECD Env-Growth,SSP5_v9_130325,GNB,GDP|PPP,billion US$2005/yr,1.421,1.391,1.612,1.989,2.487,3.552,5.602,9.175,14.609,22.366,32.796,46.183,62.629,82.112,104.326,128.834,155.591,184.281,214.511,245.906,277.759
OECD Env-Growth,SSP5_v9_130325,GNQ,GDP|PPP,billion US$2005/yr,4.518,15.08,21.538,25.171,28.174,35.194,43.805,54.315,66.478,80.191,95.113,110.908,127.567,144.617,161.582,177.75,193.212,207.827,221.448,234.079,245.411
OECD Env-Growth,SSP5_v9_130325,GRC,GDP|PPP,billion US$2005/yr,221.79,270.343,273.897,258.094,294.771,339.621,401.744,476.172,555.538,638.931,728.258,827.746,939.981,1063.322,1195.457,1334.254,1480.507,1634.04,1795.914,1966.569,2146.816
OECD Env-Growth,SSP5_v9_130325,GTM,GDP|PPP,billion US$2005/yr,44.497,51.652,61.823,70.192,83.758,110.407,152.612,213.98,292.89,389.647,503.323,632.529,773.33,924.37,1081.788,1243.212,1414.364,1592.974,1775.989,1962.202,2148.134
OECD Env-Growth,SSP5_v9_130325,GUY,GDP|PPP,billion US$2005/yr,1.827,1.893,2.342,2.988,3.61,4.491,5.654,7.153,8.831,10.694,12.657,14.577,16.165,17.421,18.528,19.719,20.956,22.208,23.406,24.612,25.927
OECD Env-Growth,SSP5_v9_130325,HKG,GDP|PPP,billion US$2005/yr,198.517,243.081,294.826,353.518,429.793,510.051,599.855,700.864,803.301,901.925,992.708,1076.737,1157.507,1228.838,1285.458,1325.125,1354.384,1371.769,1379.014,1376.879,1363.04
OECD Env-Growth,SSP5_v9_130325,HND,GDP|PPP,billion US$2005/yr,17.957,22.542,26.744,31.091,37.18,47.996,66.002,92.608,127.413,170.654,221.686,279.81,343.666,412.905,486.134,562.126,642.385,725.561,810.862,897.19,982.48
OECD Env-Growth,SSP5_v9_130325,HRV,GDP|PPP,billion US$2005/yr,54.752,68.104,71.255,73.81,82.138,92.146,105.414,121.358,137.597,152.94,167.075,180.931,194.83,208.088,220.138,230.234,238.759,245.989,252.2,257.35,260.584
OECD Env-Growth,SSP5_v9_130325,HTI,GDP|PPP,billion US$2005/yr,9.83,9.564,9.918,12.891,16.807,24.042,36.785,57.015,85.209,121.751,166.317,218.772,278.129,343.764,413.882,486.741,563.744,643.317,724.73,807.857,891.204
OECD Env-Growth,SSP5_v9_130325,HUN,GDP|PPP,billion US$2005/yr,139.591,171.187,169.548,178.594,196.613,225.525,263.614,307.591,353.06,401.713,455.542,515.043,582.938,660.149,744.345,836.351,937.784,1047.236,1164.107,1289.634,1425.718
OECD Env-Growth,SSP5_v9_130325,IDN,GDP|PPP,billion US$2005/yr,559.269,704.561,929.865,1261.476,1759.805,2553.757,3722.481,5313.941,7214.559,9309.205,11506.792,13770.972,16050.69,18282.142,20372.341,22314.616,24136.583,25829.171,27393.762,28830.089,30109.679
OECD Env-Growth,SSP5_v9_130325,IND,GDP|PPP,billion US$2005/yr,1768.738,2431.676,3653.102,4977.587,6946.386,9956.538,14398.353,20543.04,28108.595,36872.667,46498.273,56868.03,67787.118,78954.29,89931.844,100429.704,110570.35,120212.671,129182.648,137391.822,144647.298
OECD Env-Growth,SSP5_v9_130325,IRL,GDP|PPP,billion US$2005/yr,127.109,161.779,160.981,180.422,206.675,237.556,275.087,318.026,364.76,415.211,471.655,537.276,614.139,702.232,801.099,908.326,1025.354,1153.751,1294.661,1449.38,1618.865
OECD Env-Growth,SSP5_v9_130325,IRN,GDP|PPP,billion US$2005/yr,490.245,643.503,810.315,853.203,980.012,1190.881,1472.207,1852.617,2293.791,2746.227,3179.406,3600.256,4041.132,4509.59,4948.489,5346.513,5711.445,6052.269,6382.385,6697.423,6967.268
OECD Env-Growth,SSP5_v9_130325,IRQ,GDP|PPP,billion US$2005/yr,112.203,82.51,102.337,167.795,252.686,331.296,461.256,651.104,859.659,1099.029,1354.257,1627.17,1927.362,2263.363,2633.005,3039.023,3495.595,3997.859,4538.22,5104.42,5677.337
OECD Env-Growth,SSP5_v9_130325,ISL,GDP|PPP,billion US$2005/yr,8.399,10.352,10.424,12.13,14.462,17.507,21.308,25.775,30.827,36.507,42.765,49.797,57.79,67.02,77.578,89.369,102.249,116.22,131.419,148.101,166.594
OECD Env-Growth,SSP5_v9_130325,ISR,GDP|PPP,billion US$2005/yr,146.008,161.726,198.145,248.654,311.701,389.989,488.633,609.504,753.514,920.04,1107.629,1318.723,1558.446,1839.819,2170.112,2555.253,3001.079,3517.847,4116.522,4813.629,5630.442
OECD Env-Growth,SSP5_v9_130325,ITA,GDP|PPP,billion US$2005/yr,1578.216,1657.345,1641.252,1700.027,1825.783,2001.5,2249.414,2563.902,2920.165,3321.167,3769.403,4275.59,4849.618,5479.988,6149.45,6860.515,7629.069,8443.225,9307.563,10221.505,11186.946
OECD Env-Growth,SSP5_v9_130325,JAM,GDP|PPP,billion US$2005/yr,17.391,19.147,18.919,19.78,21.1,23.564,27.47,32.688,38.649,45.141,51.749,58.262,64.093,69.396,74.5,79.276,84.206,89.159,94.182,99.361,104.691
OECD Env-Growth,SSP5_v9_130325,JOR,GDP|PPP,billion US$2005/yr,17.226,23.456,31.744,39.165,51.97,74.145,109.095,159.792,226.423,308.517,403.832,511.962,633.217,764.333,899.933,1037.676,1178.879,1318.624,1456.248,1589.016,1712.347
OECD Env-Growth,SSP5_v9_130325,JPN,GDP|PPP,billion US$2005/yr,3630.235,3872.981,3899.299,4141.06,4395.476,4812.488,5381.939,6042.085,6703.688,7414.794,8158.483,8969.401,9845.774,10763.925,11728.086,12730.976,13761.886,14833.704,15952.892,17120.737,18352.991
